image,country,count_boundary_pixels,count_parcel_pixels,count_background_pixels
SE_23245_S2_10m_256.nc,SE,3820,5267,60269
NL_1334_S2_10m_256.nc,NL,18295,48639,16897
FR_69296_S2_10m_256.nc,FR,1045,1880,63656
ES_493_S2_10m_256.nc,ES,19594,59165,6371
AT_9829_S2_10m_256.nc,AT,26729,54945,10591
AT_5004_S2_10m_256.nc,AT,28442,42723,22813
FR_22023_S2_10m_256.nc,FR,21502,44688,20848
AT_5583_S2_10m_256.nc,AT,1562,46657,18879
SE_8518_S2_10m_256.nc,SE,21256,49712,15824
NL_3752_S2_10m_256.nc,NL,33212,47418,18118
FR_55698_S2_10m_256.nc,FR,3967,11214,54322
AT_8788_S2_10m_256.nc,AT,11957,19522,46014
ES_2912_S2_10m_256.nc,ES,528,312,65224
AT_4458_S2_10m_256.nc,AT,0,0,65536
FR_17496_S2_10m_256.nc,FR,1846,3882,61654
SE_20182_S2_10m_256.nc,SE,0,0,65536
NL_1734_S2_10m_256.nc,NL,29983,36150,29386
AT_3199_S2_10m_256.nc,AT,6533,13449,52087
ES_3508_S2_10m_256.nc,ES,24064,48622,16914
FR_57750_S2_10m_256.nc,FR,2929,15220,50316
NL_2052_S2_10m_256.nc,NL,23889,38784,26752
AT_9744_S2_10m_256.nc,AT,10609,16459,49077
ES_507_S2_10m_256.nc,ES,17027,17656,47880
FR_22266_S2_10m_256.nc,FR,16958,32370,33166
AT_3805_S2_10m_256.nc,AT,650,4094,61442
AT_5302_S2_10m_256.nc,AT,26760,50821,14715
NL_4532_S2_10m_256.nc,NL,14982,17988,47548
AT_3569_S2_10m_256.nc,AT,1829,6453,59083
NL_2256_S2_10m_256.nc,NL,3814,3998,61538
ES_1553_S2_10m_256.nc,ES,32201,43491,22045
SI_199_S2_10m_256.nc,SI,2097,6363,59173
ES_624_S2_10m_256.nc,ES,16941,19068,46468
SE_25882_S2_10m_256.nc,SE,1326,1842,63694
FR_53437_S2_10m_256.nc,FR,16702,50881,14655
NL_3468_S2_10m_256.nc,NL,2311,1743,63793
AT_1499_S2_10m_256.nc,AT,1190,1903,63633
NL_3427_S2_10m_256.nc,NL,367,680,64856
SE_21967_S2_10m_256.nc,SE,3377,4652,60884
FR_42461_S2_10m_256.nc,FR,7175,13604,51932
FR_57232_S2_10m_256.nc,FR,2653,28535,37001
NL_3482_S2_10m_256.nc,NL,13079,23679,41857
AT_8389_S2_10m_256.nc,AT,13072,45719,19817
NL_2488_S2_10m_256.nc,NL,24846,37777,27759
FR_35396_S2_10m_256.nc,FR,14882,28793,36743
SI_1194_S2_10m_256.nc,SI,141,80,65456
SE_18977_S2_10m_256.nc,SE,12210,19559,45977
FR_62449_S2_10m_256.nc,FR,1969,19119,46417
FR_23517_S2_10m_256.nc,FR,14173,17222,48314
FR_40650_S2_10m_256.nc,FR,3715,4720,60816
AT_1424_S2_10m_256.nc,AT,1604,1460,64076
AT_7430_S2_10m_256.nc,AT,4307,23457,42079
SE_25126_S2_10m_256.nc,SE,8443,15494,50042
AT_7501_S2_10m_256.nc,AT,4831,7830,57706
FR_18451_S2_10m_256.nc,FR,14565,29662,35874
SE_25495_S2_10m_256.nc,SE,10603,17169,48367
SE_36319_S2_10m_256.nc,SE,16219,42513,23023
ES_201_S2_10m_256.nc,ES,32273,30415,35121
LU_192_S2_10m_256.nc,LU,18690,36268,29268
FR_50957_S2_10m_256.nc,FR,19308,52363,13173
AT_6033_S2_10m_256.nc,AT,0,0,65536
AT_684_S2_10m_256.nc,AT,2996,10640,54896
FR_57743_S2_10m_256.nc,FR,0,0,65536
SE_32097_S2_10m_256.nc,SE,1554,4703,60833
NL_1797_S2_10m_256.nc,NL,18570,51694,13842
AT_6835_S2_10m_256.nc,AT,1292,11103,54433
FR_35232_S2_10m_256.nc,FR,1998,3198,62338
NL_4828_S2_10m_256.nc,NL,22639,54122,11414
AT_6475_S2_10m_256.nc,AT,7978,11409,54127
FR_37516_S2_10m_256.nc,FR,21586,55235,10301
SE_5479_S2_10m_256.nc,SE,20913,38018,27518
ES_1193_S2_10m_256.nc,ES,30941,48591,16945
SE_25142_S2_10m_256.nc,SE,12268,22340,43196
ES_1025_S2_10m_256.nc,ES,0,0,65536
SE_44182_S2_10m_256.nc,SE,981,1283,64253
FR_30742_S2_10m_256.nc,FR,23543,33687,31849
NL_3361_S2_10m_256.nc,NL,17177,58263,7273
FR_12773_S2_10m_256.nc,FR,15449,20515,45021
NL_3527_S2_10m_256.nc,NL,24674,56995,8541
NL_2515_S2_10m_256.nc,NL,0,0,65536
AT_3210_S2_10m_256.nc,AT,3675,9262,56274
AT_5274_S2_10m_256.nc,AT,5936,54274,11262
SE_29769_S2_10m_256.nc,SE,13484,31708,33828
SE_32083_S2_10m_256.nc,SE,12037,27542,37994
FR_37321_S2_10m_256.nc,FR,13437,19465,46071
FR_59255_S2_10m_256.nc,FR,1337,1840,63696
SE_10869_S2_10m_256.nc,SE,0,0,65536
FR_54762_S2_10m_256.nc,FR,5385,5165,60371
FR_37742_S2_10m_256.nc,FR,2510,6928,58608
AT_7860_S2_10m_256.nc,AT,3765,5031,60505
AT_9981_S2_10m_256.nc,AT,35994,61874,3662
NL_2868_S2_10m_256.nc,NL,264,252,65284
SI_1737_S2_10m_256.nc,SI,27086,27825,37711
FR_18586_S2_10m_256.nc,FR,627,14548,50988
FR_35099_S2_10m_256.nc,FR,7330,9137,56399
FR_53647_S2_10m_256.nc,FR,6268,20250,45286
FR_63410_S2_10m_256.nc,FR,27121,49166,16370
ES_815_S2_10m_256.nc,ES,30911,24459,41077
ES_1674_S2_10m_256.nc,ES,29159,24350,41186
ES_3507_S2_10m_256.nc,ES,14446,22718,42818
SE_40935_S2_10m_256.nc,SE,16930,19358,46178
NL_4813_S2_10m_256.nc,NL,1120,1290,64246
NL_2414_S2_10m_256.nc,NL,25755,37706,27830
FR_29586_S2_10m_256.nc,FR,16174,22779,42757
FR_40824_S2_10m_256.nc,FR,21399,53873,11663
NL_3585_S2_10m_256.nc,NL,18146,25288,40248
FR_32471_S2_10m_256.nc,FR,833,1161,64375
NL_3036_S2_10m_256.nc,NL,22721,31793,33743
AT_7261_S2_10m_256.nc,AT,10995,17080,48456
ES_2482_S2_10m_256.nc,ES,0,0,65536
SE_36703_S2_10m_256.nc,SE,15596,28895,36641
SE_45331_S2_10m_256.nc,SE,10298,19896,45640
FR_34638_S2_10m_256.nc,FR,23575,47607,17929
SE_7787_S2_10m_256.nc,SE,13688,27494,38042
AT_7942_S2_10m_256.nc,AT,8425,20327,45209
ES_2587_S2_10m_256.nc,ES,21938,31076,34460
FR_18053_S2_10m_256.nc,FR,3769,14929,50607
NL_2951_S2_10m_256.nc,NL,24201,42870,22666
SE_13562_S2_10m_256.nc,SE,12140,52477,13059
FR_54708_S2_10m_256.nc,FR,10696,12330,53206
FR_34042_S2_10m_256.nc,FR,20317,25714,39822
FR_69583_S2_10m_256.nc,FR,2042,23296,42240
FR_26323_S2_10m_256.nc,FR,4328,5611,59925
AT_464_S2_10m_256.nc,AT,18273,21066,44470
AT_7507_S2_10m_256.nc,AT,1437,11235,54301
FR_25290_S2_10m_256.nc,FR,599,644,64892
AT_6171_S2_10m_256.nc,AT,11943,18238,47298
SI_1746_S2_10m_256.nc,SI,10902,16787,48749
SE_29384_S2_10m_256.nc,SE,12037,31685,33851
NL_3767_S2_10m_256.nc,NL,21814,41203,24333
NL_2343_S2_10m_256.nc,NL,40645,52266,13270
FR_32749_S2_10m_256.nc,FR,2778,3273,62263
FR_62451_S2_10m_256.nc,FR,2626,13414,52122
SE_36695_S2_10m_256.nc,SE,2731,3667,61869
FR_36297_S2_10m_256.nc,FR,25157,56470,9066
NL_2502_S2_10m_256.nc,NL,9307,8167,57369
FR_33828_S2_10m_256.nc,FR,18251,49163,16373
AT_6272_S2_10m_256.nc,AT,25387,36797,28739
AT_9582_S2_10m_256.nc,AT,4787,6602,58934
AT_1579_S2_10m_256.nc,AT,422,2138,63398
FR_54468_S2_10m_256.nc,FR,5507,29066,36470
SE_8558_S2_10m_256.nc,SE,14071,28919,36617
FR_34594_S2_10m_256.nc,FR,26609,40407,25129
ES_506_S2_10m_256.nc,ES,14370,14943,50593
FR_56103_S2_10m_256.nc,FR,6,2,65534
AT_3504_S2_10m_256.nc,AT,14052,24031,41505
SI_23_S2_10m_256.nc,SI,307,249,65287
FR_63131_S2_10m_256.nc,FR,23079,53672,11864
FR_4079_S2_10m_256.nc,FR,16886,38373,27163
FR_42854_S2_10m_256.nc,FR,16336,20399,45137
AT_7568_S2_10m_256.nc,AT,2308,8035,57501
SE_36308_S2_10m_256.nc,SE,9015,13340,52196
ES_1252_S2_10m_256.nc,ES,29024,51427,14109
LU_215_S2_10m_256.nc,LU,16877,32157,33379
FR_22798_S2_10m_256.nc,FR,21403,60494,5042
AT_8651_S2_10m_256.nc,AT,20685,40970,24566
AT_5663_S2_10m_256.nc,AT,0,0,65536
SE_27083_S2_10m_256.nc,SE,3311,4267,61269
ES_2427_S2_10m_256.nc,ES,6080,8074,57462
NL_2793_S2_10m_256.nc,NL,1774,3192,62344
AT_10104_S2_10m_256.nc,AT,30365,41051,24485
AT_8900_S2_10m_256.nc,AT,23821,30993,34543
FR_57541_S2_10m_256.nc,FR,6267,10971,54565
SE_16283_S2_10m_256.nc,SE,14922,34650,30886
SE_28604_S2_10m_256.nc,SE,1960,2780,62756
SE_28581_S2_10m_256.nc,SE,6208,12291,53245
SE_20423_S2_10m_256.nc,SE,9731,34347,31189
FR_46707_S2_10m_256.nc,FR,7259,56201,9335
AT_4849_S2_10m_256.nc,AT,20313,41241,24295
AT_6772_S2_10m_256.nc,AT,2266,12161,53375
ES_3455_S2_10m_256.nc,ES,24077,37764,27772
AT_6643_S2_10m_256.nc,AT,26077,47306,18230
AT_6595_S2_10m_256.nc,AT,16289,25676,39860
FR_61070_S2_10m_256.nc,FR,5461,38638,26898
NL_863_S2_10m_256.nc,NL,18463,43345,22191
FR_39535_S2_10m_256.nc,FR,26475,31392,34144
NL_1266_S2_10m_256.nc,NL,1019,2060,63476
AT_9203_S2_10m_256.nc,AT,6356,6666,58870
FR_40458_S2_10m_256.nc,FR,7147,14225,51311
FR_38291_S2_10m_256.nc,FR,8,3,65533
AT_7134_S2_10m_256.nc,AT,4579,42236,23300
ES_3579_S2_10m_256.nc,ES,21831,38473,27063
FR_42142_S2_10m_256.nc,FR,0,0,65536
LU_112_S2_10m_256.nc,LU,7180,11841,53695
NL_1495_S2_10m_256.nc,NL,7571,9079,56457
NL_2954_S2_10m_256.nc,NL,38,26,65510
ES_519_S2_10m_256.nc,ES,13831,33456,32080
FR_39815_S2_10m_256.nc,FR,490,405,65131
AT_8972_S2_10m_256.nc,AT,21566,26515,39021
SE_36696_S2_10m_256.nc,SE,7065,14163,51373
AT_240_S2_10m_256.nc,AT,7114,12085,53451
FR_50340_S2_10m_256.nc,FR,18656,24987,40549
FR_45356_S2_10m_256.nc,FR,15201,21320,44216
AT_1348_S2_10m_256.nc,AT,4683,21706,43830
NL_714_S2_10m_256.nc,NL,24181,47974,17562
SE_20133_S2_10m_256.nc,SE,0,0,65536
AT_9904_S2_10m_256.nc,AT,31807,40400,25136
NL_3034_S2_10m_256.nc,NL,23160,42191,23345
FR_61065_S2_10m_256.nc,FR,2836,14937,50599
FR_31806_S2_10m_256.nc,FR,10204,20248,45288
AT_1052_S2_10m_256.nc,AT,2067,6053,59483
AT_7581_S2_10m_256.nc,AT,3436,28036,37500
FR_17833_S2_10m_256.nc,FR,23561,53568,11968
FR_31540_S2_10m_256.nc,FR,24532,59464,6072
AT_5112_S2_10m_256.nc,AT,4377,33760,31776
FR_37611_S2_10m_256.nc,FR,7083,12573,52963
SE_15405_S2_10m_256.nc,SE,17303,44345,21191
NL_2356_S2_10m_256.nc,NL,29558,39626,25910
SE_30873_S2_10m_256.nc,SE,4436,7143,58393
FR_13739_S2_10m_256.nc,FR,26752,50098,15438
ES_697_S2_10m_256.nc,ES,32599,44646,20890
FR_70950_S2_10m_256.nc,FR,665,1845,63691
NL_3476_S2_10m_256.nc,NL,20498,38024,27512
NL_4601_S2_10m_256.nc,NL,11490,21559,43977
AT_7631_S2_10m_256.nc,AT,12132,15333,50203
ES_2042_S2_10m_256.nc,ES,14861,13516,52020
FR_70676_S2_10m_256.nc,FR,4255,23791,41745
AT_6976_S2_10m_256.nc,AT,2260,8960,56576
NL_3062_S2_10m_256.nc,NL,23541,50844,14692
FR_54244_S2_10m_256.nc,FR,9144,16791,48745
AT_3954_S2_10m_256.nc,AT,22018,43409,22127
SE_17796_S2_10m_256.nc,SE,10744,16929,48607
NL_3322_S2_10m_256.nc,NL,10030,14437,51099
FR_45212_S2_10m_256.nc,FR,10249,21450,44086
AT_396_S2_10m_256.nc,AT,26567,35778,29758
FR_28537_S2_10m_256.nc,FR,20100,24137,41399
SE_28226_S2_10m_256.nc,SE,5879,14551,50985
ES_1305_S2_10m_256.nc,ES,34490,34769,30767
FR_29392_S2_10m_256.nc,FR,8317,11896,53640
FR_35779_S2_10m_256.nc,FR,2504,4080,61456
NL_2199_S2_10m_256.nc,NL,37803,50065,15471
FR_43734_S2_10m_256.nc,FR,15729,40563,24973
AT_8113_S2_10m_256.nc,AT,20873,29623,35913
ES_1302_S2_10m_256.nc,ES,20786,23616,41920
SE_10090_S2_10m_256.nc,SE,21252,43207,22329
NL_1184_S2_10m_256.nc,NL,17823,53836,11700
NL_1503_S2_10m_256.nc,NL,1800,23584,41952
ES_2731_S2_10m_256.nc,ES,0,0,65536
FR_53999_S2_10m_256.nc,FR,2483,9274,56262
AT_6410_S2_10m_256.nc,AT,19115,47683,17853
FR_30233_S2_10m_256.nc,FR,22233,44903,20633
FR_44509_S2_10m_256.nc,FR,3518,3040,62496
FR_54761_S2_10m_256.nc,FR,3205,17444,48092
FR_71495_S2_10m_256.nc,FR,0,0,65536
AT_8028_S2_10m_256.nc,AT,2322,2056,63480
NL_1255_S2_10m_256.nc,NL,7551,10512,55024
FR_44520_S2_10m_256.nc,FR,1309,1165,64371
SE_30486_S2_10m_256.nc,SE,19130,25122,40414
SE_24725_S2_10m_256.nc,SE,13422,32506,33030
SE_6612_S2_10m_256.nc,SE,11945,15832,49704
NL_4529_S2_10m_256.nc,NL,23754,46030,19506
NL_3349_S2_10m_256.nc,NL,0,0,65536
NL_2907_S2_10m_256.nc,NL,0,0,65536
FR_15099_S2_10m_256.nc,FR,25705,53779,11757
AT_7719_S2_10m_256.nc,AT,2982,19390,46146
FR_42064_S2_10m_256.nc,FR,25327,38119,27417
FR_57501_S2_10m_256.nc,FR,3327,13804,51732
AT_9729_S2_10m_256.nc,AT,39630,49737,15799
SI_1436_S2_10m_256.nc,SI,15028,16118,49418
FR_58147_S2_10m_256.nc,FR,1467,1446,64090
FR_52812_S2_10m_256.nc,FR,1802,9345,56191
ES_1619_S2_10m_256.nc,ES,24792,29645,35891
AT_7635_S2_10m_256.nc,AT,8774,12826,52710
FR_20554_S2_10m_256.nc,FR,24337,42237,23299
AT_7880_S2_10m_256.nc,AT,882,11017,54519
AT_9601_S2_10m_256.nc,AT,22995,50678,14858
FR_50058_S2_10m_256.nc,FR,489,636,64900
SE_23139_S2_10m_256.nc,SE,17881,39657,25879
AT_4669_S2_10m_256.nc,AT,4524,23911,41625
ES_3630_S2_10m_256.nc,ES,2118,2897,62639
FR_40151_S2_10m_256.nc,FR,20136,35923,29613
ES_831_S2_10m_256.nc,ES,12105,14953,50583
SE_13108_S2_10m_256.nc,SE,2807,3510,62026
SE_15483_S2_10m_256.nc,SE,10887,13428,52108
AT_5184_S2_10m_256.nc,AT,5773,13076,52460
FR_23252_S2_10m_256.nc,FR,22365,52689,12847
NL_2332_S2_10m_256.nc,NL,15875,29119,36417
NL_2662_S2_10m_256.nc,NL,3058,3349,62187
LU_214_S2_10m_256.nc,LU,24930,45734,19802
FR_9334_S2_10m_256.nc,FR,27526,50303,15233
NL_2911_S2_10m_256.nc,NL,0,0,65536
FR_29116_S2_10m_256.nc,FR,5872,11801,53735
NL_3910_S2_10m_256.nc,NL,23880,40564,24972
FR_28527_S2_10m_256.nc,FR,25156,32831,32705
AT_8027_S2_10m_256.nc,AT,1524,1192,64344
SE_13532_S2_10m_256.nc,SE,6790,7293,58243
SI_2015_S2_10m_256.nc,SI,26433,32121,33415
AT_8025_S2_10m_256.nc,AT,2577,11271,54265
AT_5634_S2_10m_256.nc,AT,13720,14727,50809
AT_9234_S2_10m_256.nc,AT,31383,50702,14834
FR_32648_S2_10m_256.nc,FR,21115,54570,10966
FR_33338_S2_10m_256.nc,FR,18962,50845,14691
SE_43957_S2_10m_256.nc,SE,10664,30132,35404
FR_38546_S2_10m_256.nc,FR,13929,41593,23943
AT_4024_S2_10m_256.nc,AT,12505,26995,38541
SE_11640_S2_10m_256.nc,SE,11213,18418,47118
FR_54841_S2_10m_256.nc,FR,4827,12521,53015
FR_55033_S2_10m_256.nc,FR,6075,25676,39860
AT_7191_S2_10m_256.nc,AT,1960,12105,53431
FR_39386_S2_10m_256.nc,FR,14287,50815,14721
NL_3070_S2_10m_256.nc,NL,18427,33255,32281
FR_31061_S2_10m_256.nc,FR,18176,29717,35819
SE_19772_S2_10m_256.nc,SE,0,0,65536
SE_23575_S2_10m_256.nc,SE,13020,52016,13520
AT_6239_S2_10m_256.nc,AT,719,3176,62360
FR_17480_S2_10m_256.nc,FR,967,1746,63790
SE_25109_S2_10m_256.nc,SE,22538,44278,21258
SE_25174_S2_10m_256.nc,SE,4223,5324,60212
AT_8128_S2_10m_256.nc,AT,25402,29610,35926
NL_3509_S2_10m_256.nc,NL,2086,4345,61191
FR_8478_S2_10m_256.nc,FR,18127,32794,32742
FR_38862_S2_10m_256.nc,FR,305,514,65022
FR_39325_S2_10m_256.nc,FR,22188,56565,8971
NL_5071_S2_10m_256.nc,NL,9983,17817,47719
ES_742_S2_10m_256.nc,ES,658,646,64890
FR_56130_S2_10m_256.nc,FR,602,3573,61963
AT_5111_S2_10m_256.nc,AT,13099,14562,50974
SE_24749_S2_10m_256.nc,SE,20873,47183,18353
FR_24703_S2_10m_256.nc,FR,20106,42177,23359
FR_27701_S2_10m_256.nc,FR,10703,16120,49416
FR_33014_S2_10m_256.nc,FR,19818,47018,18518
SE_35135_S2_10m_256.nc,SE,8209,12887,52649
SE_14633_S2_10m_256.nc,SE,13035,46155,19381
FR_21119_S2_10m_256.nc,FR,1976,5664,59872
NL_1872_S2_10m_256.nc,NL,1385,1471,64065
FR_20254_S2_10m_256.nc,FR,14330,29579,35957
NL_1028_S2_10m_256.nc,NL,6027,13140,52396
SI_2321_S2_10m_256.nc,SI,23375,34905,30631
ES_2157_S2_10m_256.nc,ES,25213,36963,28573
FR_20599_S2_10m_256.nc,FR,23590,52659,12877
FR_58862_S2_10m_256.nc,FR,1401,10576,54960
FR_58297_S2_10m_256.nc,FR,0,0,65536
ES_1314_S2_10m_256.nc,ES,25412,54387,11149
SE_5077_S2_10m_256.nc,SE,16633,19562,45974
AT_6937_S2_10m_256.nc,AT,24663,40004,25532
ES_1262_S2_10m_256.nc,ES,30491,42946,22590
AT_4852_S2_10m_256.nc,AT,19254,38496,27040
SE_18497_S2_10m_256.nc,SE,20250,44703,20833
FR_46779_S2_10m_256.nc,FR,9121,9571,55965
SE_12045_S2_10m_256.nc,SE,1483,4614,60922
AT_3879_S2_10m_256.nc,AT,7793,32473,33063
SE_32431_S2_10m_256.nc,SE,13752,15754,49782
FR_36017_S2_10m_256.nc,FR,20486,34458,31078
NL_3651_S2_10m_256.nc,NL,20612,30598,34938
FR_69854_S2_10m_256.nc,FR,17507,41117,24419
FR_26582_S2_10m_256.nc,FR,19003,30467,35069
NL_2113_S2_10m_256.nc,NL,34886,34186,31350
ES_2974_S2_10m_256.nc,ES,0,0,65536
NL_4438_S2_10m_256.nc,NL,16098,27823,37713
FR_16381_S2_10m_256.nc,FR,2573,11418,54118
AT_4382_S2_10m_256.nc,AT,1610,9405,56131
FR_70398_S2_10m_256.nc,FR,1535,8294,57242
AT_7266_S2_10m_256.nc,AT,2711,5149,60387
ES_1759_S2_10m_256.nc,ES,0,0,65536
NL_3268_S2_10m_256.nc,NL,8771,14111,51425
AT_5716_S2_10m_256.nc,AT,17080,22550,42986
FR_70944_S2_10m_256.nc,FR,0,0,65536
FR_69562_S2_10m_256.nc,FR,716,11721,53815
AT_8033_S2_10m_256.nc,AT,14257,20476,45060
NL_3753_S2_10m_256.nc,NL,27124,44750,20786
FR_55930_S2_10m_256.nc,FR,13194,23647,41889
SE_8933_S2_10m_256.nc,SE,14029,31622,33914
FR_52860_S2_10m_256.nc,FR,10712,30090,35446
AT_5436_S2_10m_256.nc,AT,7216,33341,32195
NL_2717_S2_10m_256.nc,NL,18543,23636,41900
FR_72076_S2_10m_256.nc,FR,896,8043,57493
AT_5924_S2_10m_256.nc,AT,2616,16991,48545
FR_46444_S2_10m_256.nc,FR,26685,36076,29460
SI_441_S2_10m_256.nc,SI,9329,11288,54248
ES_1738_S2_10m_256.nc,ES,28986,40893,24643
FR_59959_S2_10m_256.nc,FR,380,232,65304
SE_12022_S2_10m_256.nc,SE,8383,23428,42108
AT_6128_S2_10m_256.nc,AT,18933,24487,41049
NL_3205_S2_10m_256.nc,NL,20973,57740,7796
AT_7869_S2_10m_256.nc,AT,1452,2522,63014
FR_58323_S2_10m_256.nc,FR,5487,32274,33262
FR_62855_S2_10m_256.nc,FR,31693,55342,10194
SE_17330_S2_10m_256.nc,SE,12904,37941,27595
NL_1660_S2_10m_256.nc,NL,12822,18529,47007
SE_15876_S2_10m_256.nc,SE,10300,35078,30458
AT_2014_S2_10m_256.nc,AT,1497,5240,60296
AT_8643_S2_10m_256.nc,AT,40532,49853,15683
AT_5958_S2_10m_256.nc,AT,422,1014,64522
FR_37388_S2_10m_256.nc,FR,20391,45171,20365
AT_2089_S2_10m_256.nc,AT,1215,54797,10739
NL_4365_S2_10m_256.nc,NL,34585,54218,11318
FR_34268_S2_10m_256.nc,FR,12680,18618,46918
NL_2127_S2_10m_256.nc,NL,1302,1357,64179
AT_6032_S2_10m_256.nc,AT,930,9537,55999
FR_71216_S2_10m_256.nc,FR,0,0,65536
FR_40095_S2_10m_256.nc,FR,2893,21493,44043
NL_4037_S2_10m_256.nc,NL,22531,35832,29704
FR_23923_S2_10m_256.nc,FR,7549,16020,49516
FR_17904_S2_10m_256.nc,FR,19230,42251,23285
FR_34563_S2_10m_256.nc,FR,7271,17671,47865
FR_51708_S2_10m_256.nc,FR,2190,12782,52754
SI_375_S2_10m_256.nc,SI,277,196,65340
NL_3020_S2_10m_256.nc,NL,15672,33496,32040
SE_19335_S2_10m_256.nc,SE,2197,4867,60669
FR_60629_S2_10m_256.nc,FR,12267,14760,50776
NL_2510_S2_10m_256.nc,NL,122,126,65410
AT_7795_S2_10m_256.nc,AT,422,319,65217
AT_3056_S2_10m_256.nc,AT,5949,19332,46204
AT_7137_S2_10m_256.nc,AT,1362,8323,57213
FR_71235_S2_10m_256.nc,FR,11856,49062,16474
AT_4530_S2_10m_256.nc,AT,5294,24252,41284
SE_17029_S2_10m_256.nc,SE,21603,41047,24489
NL_2730_S2_10m_256.nc,NL,25616,35701,29835
AT_7061_S2_10m_256.nc,AT,6112,8579,56957
AT_8241_S2_10m_256.nc,AT,2078,5654,59882
FR_44819_S2_10m_256.nc,FR,17808,22350,43186
NL_2503_S2_10m_256.nc,NL,38758,44695,20841
FR_56685_S2_10m_256.nc,FR,2766,28165,37371
FR_56374_S2_10m_256.nc,FR,1346,5124,60412
FR_37491_S2_10m_256.nc,FR,16904,41145,24391
NL_2257_S2_10m_256.nc,NL,6879,14150,51386
AT_7348_S2_10m_256.nc,AT,20461,39688,25848
SE_31685_S2_10m_256.nc,SE,11408,23776,41760
SI_989_S2_10m_256.nc,SI,19222,37262,28274
AT_5807_S2_10m_256.nc,AT,2413,25473,40063
NL_4598_S2_10m_256.nc,NL,20277,45091,20445
SE_28179_S2_10m_256.nc,SE,10037,15463,50073
FR_30169_S2_10m_256.nc,FR,1553,4450,61086
AT_7599_S2_10m_256.nc,AT,7100,9435,56101
FR_60244_S2_10m_256.nc,FR,11528,42117,23419
FR_24436_S2_10m_256.nc,FR,18229,41538,23998
SE_16668_S2_10m_256.nc,SE,4180,11960,53576
ES_1069_S2_10m_256.nc,ES,26748,59582,5954
NL_2722_S2_10m_256.nc,NL,4913,7088,58448
AT_1571_S2_10m_256.nc,AT,7686,12682,52854
AT_7868_S2_10m_256.nc,AT,685,497,65039
NL_3285_S2_10m_256.nc,NL,6325,19610,45926
SE_38253_S2_10m_256.nc,SE,14373,15635,49901
FR_59793_S2_10m_256.nc,FR,10922,11409,54127
SE_6988_S2_10m_256.nc,SE,12272,23697,41839
AT_5568_S2_10m_256.nc,AT,5129,6667,58869
SE_20470_S2_10m_256.nc,SE,9686,9544,55992
FR_26718_S2_10m_256.nc,FR,15693,29148,36388
AT_1125_S2_10m_256.nc,AT,10330,11789,53747
FR_51000_S2_10m_256.nc,FR,4076,10767,54769
AT_8116_S2_10m_256.nc,AT,24465,47854,17682
AT_4910_S2_10m_256.nc,AT,3046,12456,53080
AT_5555_S2_10m_256.nc,AT,5608,9784,55752
FR_35513_S2_10m_256.nc,FR,2789,5515,60021
NL_1897_S2_10m_256.nc,NL,1140,705,64831
AT_5409_S2_10m_256.nc,AT,1088,9087,56449
FR_19408_S2_10m_256.nc,FR,2092,3922,61614
SE_26323_S2_10m_256.nc,SE,6020,10155,55381
NL_3052_S2_10m_256.nc,NL,2863,5007,60529
NL_4735_S2_10m_256.nc,NL,22798,46698,18838
FR_38853_S2_10m_256.nc,FR,3037,4701,60835
AT_4821_S2_10m_256.nc,AT,19655,27267,38269
SE_17750_S2_10m_256.nc,SE,4065,7053,58483
SE_42790_S2_10m_256.nc,SE,14610,26124,39412
FR_56386_S2_10m_256.nc,FR,2546,27782,37754
FR_40930_S2_10m_256.nc,FR,4249,6336,59200
AT_6916_S2_10m_256.nc,AT,487,5459,60077
AT_4025_S2_10m_256.nc,AT,18710,30374,35162
SE_35567_S2_10m_256.nc,SE,18090,35984,29552
AT_7364_S2_10m_256.nc,AT,1678,10599,54937
AT_8019_S2_10m_256.nc,AT,2926,5020,60516
SE_37865_S2_10m_256.nc,SE,23041,42717,22819
AT_9742_S2_10m_256.nc,AT,16830,47969,17567
SE_31308_S2_10m_256.nc,SE,18444,39781,25755
FR_17328_S2_10m_256.nc,FR,27273,47273,18263
NL_1107_S2_10m_256.nc,NL,18135,57184,8352
SE_27025_S2_10m_256.nc,SE,7059,7830,57706
FR_54748_S2_10m_256.nc,FR,3640,8579,56957
AT_5140_S2_10m_256.nc,AT,8649,22895,42641
SE_38632_S2_10m_256.nc,SE,15248,34056,31480
AT_7570_S2_10m_256.nc,AT,4568,5917,59619
AT_6962_S2_10m_256.nc,AT,15729,39310,26226
FR_51987_S2_10m_256.nc,FR,7828,9829,55707
ES_1460_S2_10m_256.nc,ES,0,0,65536
SI_1281_S2_10m_256.nc,SI,5991,7893,57643
FR_13320_S2_10m_256.nc,FR,25946,45258,20278
FR_48682_S2_10m_256.nc,FR,12325,14107,51429
AT_6919_S2_10m_256.nc,AT,465,1837,63699
AT_4685_S2_10m_256.nc,AT,11842,22352,43184
LU_100_S2_10m_256.nc,LU,17804,30636,34900
FR_39426_S2_10m_256.nc,FR,21685,50853,14683
NL_2216_S2_10m_256.nc,NL,22702,46173,19363
FR_19122_S2_10m_256.nc,FR,17125,37847,27689
SE_31668_S2_10m_256.nc,SE,3595,5861,59675
NL_4113_S2_10m_256.nc,NL,23506,45162,20374
ES_1253_S2_10m_256.nc,ES,32528,52068,13468
